artist_id	dbpedia_url
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d	http://dbpedia.org/resource/The_Beatles
a74b1b7f-71a5-4011-9441-d0b5e4122711	http://dbpedia.org/resource/Radiohead
cc197bad-dc9c-440d-a5b5-d52ba2e14234	http://dbpedia.org/resource/Coldplay
9c9f1380-2516-4fc9-a3e6-f9f61941d090	http://dbpedia.org/resource/Muse_(band)
ada7a83c-e3e1-40f1-93f9-3e73dbc9298a	http://dbpedia.org/resource/Arctic_Monkeys
83d91898-7763-47d7-b03b-b92132375c47	http://dbpedia.org/resource/Pink_Floyd
8bfac288-ccc5-448d-9573-c33ea2aa5c30	http://dbpedia.org/resource/Red_Hot_Chili_Peppers
f59c5520-5f46-4d2c-b2c4-822eabf53419	http://dbpedia.org/resource/Linkin_Park
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab	http://dbpedia.org/resource/Metallica
650e7db6-b795-4eb5-a702-5ea2fc46c848	http://dbpedia.org/resource/Lady_Gaga
cc0b7089-c08d-4c10-b6b0-873582c17fd6	http://dbpedia.org/resource/System_of_a_Down
5b11f4ce-a62d-471e-81fc-a69a8278c7da	http://dbpedia.org/resource/Nirvana_(band)
9282c8b4-ca0b-4c6b-b7e3-4f7762dfc4d6	http://dbpedia.org/resource/Nirvana_(British_band)
95e1ead9-4d31-4808-a7ac-32c3614c116b	http://dbpedia.org/resource/The_Killers
056e4f3e-d505-4dad-8ec1-d04f521cbb56	http://dbpedia.org/resource/Daft_Punk
45a663b5-b1cb-4a91-bff6-2bef7bbfdd76	http://dbpedia.org/resource/Britney_Spears
81b9963b-7ff7-47f7-9afb-fe454d8db43c	http://dbpedia.org/resource/Placebo
847e8284-8582-4b0e-9c26-b042a4f49e57	http://dbpedia.org/resource/Placebo_(band)
67f66c07-6e61-4026-ade5-7e782fad3a5d	http://dbpedia.org/resource/Foo_Fighters
084308bd-1654-436f-ba03-df6697104e19	http://dbpedia.org/resource/Green_Day
b95ce3ff-3d05-4e87-9e01-c97b66af13d4	http://dbpedia.org/resource/Eminem
164f0d73-1234-4e2c-8743-d77bf2191051	http://dbpedia.org/resource/Kanye_West
b7ffd2af-418f-4be2-bdd1-22f8b48613da	http://dbpedia.org/resource/Nine_Inch_Nails
44cf61b8-5197-448a-b82b-cef6ee89fac5	http://dbpedia.org/resource/Paramore
0039c7ae-e1a7-4a7d-9b49-0cbc716821a6	http://dbpedia.org/resource/Death_Cab_for_Cutie
678d88b2-87b0-403b-b63d-5da7465aecc3	http://dbpedia.org/resource/Led_Zeppelin
52074ba6-e495-4ef3-9bb4-0703888a9f68	http://dbpedia.org/resource/Arcade_Fire
6ffb8ea9-2370-44d8-b678-e9237bbd347b	http://dbpedia.org/resource/Kings_of_Leon
73e5e69d-3554-40d8-8516-00cb38737a1c	http://dbpedia.org/resource/Rihanna
0383dadf-2a4e-4d10-a46a-e9e041da8eb3	http://dbpedia.org/resource/Queen_(band)
f181961b-20f7-459e-89de-920ef03c7ed0	http://dbpedia.org/resource/The_Strokes
b2d122f9-eadb-4930-a196-8f221eeb0c66	http://dbpedia.org/resource/Rammstein
7c3762a3-51f8-4cf3-8565-1ee26a90efe2	http://dbpedia.org/resource/Iron_Maiden
ca891d65-d9b0-4258-89f7-e6ba29d83767	http://dbpedia.org/resource/Iron_Maiden
5441c29d-3602-4898-b1a1-b77fa23b8e50	http://dbpedia.org/resource/David_Bowie
8538e728-ca0b-4321-b7e5-cff6565dd4c0	http://dbpedia.org/resource/Depeche_Mode
e21857d5-3256-4547-afb3-4b6ded592596	http://dbpedia.org/resource/Gorillaz
72c536dc-7137-4477-a521-567eeb840fa8	http://dbpedia.org/resource/Bob_Dylan
39ab1aed-75e0-4140-bd47-540276886b60	http://dbpedia.org/resource/Oasis_(band)
69ee3720-a7cb-4402-b48d-a02c366f2bcf	http://dbpedia.org/resource/The_Cure
5fee3020-513b-48c2-b1f7-4681b01db0c6	http://dbpedia.org/resource/Florence_and_the_Machine
40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27	http://dbpedia.org/resource/The_Smiths
b071f9fa-14b0-4217-8e97-eb41da73f598	http://dbpedia.org/resource/The_Rolling_Stones
79239441-bfd5-4981-a70c-55c3f15c1287	http://dbpedia.org/resource/Madonna_Decena
606bf117-494f-4864-891f-09d63ff6aa4b	http://dbpedia.org/resource/Rise_Against
516cef4d-0718-4007-9939-f9b38af3f784	http://dbpedia.org/resource/Fall_Out_Boy
31745282-b1ea-4d62-939f-226b14d68e7c	http://dbpedia.org/resource/In_Flames
a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432	http://dbpedia.org/resource/U2
83b9cbe7-9857-49e2-ab8e-b57b01038103	http://dbpedia.org/resource/Pearl_Jam
9efff43b-3b29-4082-824e-bc82f646f93d	http://dbpedia.org/resource/The_Doors
66c662b6-6e2f-4930-8610-912e24c63ed1	http://dbpedia.org/resource/AC/DC
c07f0676-9143-4217-8a9f-4c26bd636f13	http://dbpedia.org/resource/My_Chemical_Romance
00a9f935-ba93-4fc8-a33a-993abe9c936b	http://dbpedia.org/resource/Nightwish
7dc8f5bd-9d0b-4087-9f73-dc164950bbd8	http://dbpedia.org/resource/Queens_of_the_Stone_Age
ac865b2e-bba8-4f5a-8756-dd40d5e39f46	http://dbpedia.org/resource/Korn
11ae9fbb-f3d7-4a47-936f-4c0a04d3b3b5	http://dbpedia.org/resource/The_White_Stripes
b202beb7-99bd-47e7-8b72-195c8d72ebdd	http://dbpedia.org/resource/Christina_Aguilera
664c3e0e-42d8-48c1-b209-1efca19c0325	http://dbpedia.org/resource/The_National_(band)
a96ac800-bfcb-412a-8a63-0a98df600700	http://dbpedia.org/resource/Modest_Mouse
ff6e677f-91dd-4986-a174-8db0474b1799	http://dbpedia.org/resource/Jack_Johnson_(musician)
122d63fc-8671-43e4-9752-34e846d62a9c	http://dbpedia.org/resource/Katy_Perry
ba0d6274-db14-4ef5-b28d-657ebde1a396	http://dbpedia.org/resource/The_Smashing_Pumpkins
